CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
15357,Faculdade Presidente Antônio Carlos de Ubá,,Privada,N,N,N,Faculdade,000000003169901,Ubá,MG,Ativa
19173,FACULDADES INTEGRADAS DO CEARÁ - UniFIC,FACULDADE UniFIC,Privada,N,N,N,Faculdade,000000002305506,Iguatu,CE,Ativa
17291,FACULDADE FAPAF,FAPAF,Pública,N,N,N,Faculdade,000000001717503,Pium,TO,Ativa
25377,FACULDADE INPRO,FACINPRO,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
3400,FACULDADE DE PENÁPOLIS,null,Privada,N,N,N,Faculdade,000000003537305,Penápolis,SP,Ativa
2843,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,Privada,N,N,N,Faculdade,000000003136702,Juiz de Fora,MG,Ativa
17161,"Centro de Formação, Treinamento e Aperfeiçoamento",Cefor,Pública,N,N,N,Escola de Governo,000000005300108,Brasília,DF,Ativa
14132,Faculdade Presidente Antônio Carlos de Itanhandu,FAPACI,Privada,N,N,N,Faculdade,000000003133105,Itanhandu,MG,Ativa
1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Privada,N,N,N,Universidade,000000004209300,Lages,SC,Ativa
1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003550308,São Paulo,SP,Ativa
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002111300,São Luís,MA,Ativa
18077,Faculdade Cosmopolita,,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA,FRB-GV,Privada,N,N,N,Faculdade,000000003513009,Cotia,SP,Ativa
4218,FACULDADE PEDRO LEOPOLDO,FPL,Privada,N,N,N,Faculdade,000000003149309,Pedro Leopoldo,MG,Ativa
1622,FACULDADE ITA EDUCACIONAL PAULISTA,null,Privada,N,N,N,Faculdade,000000003505302,Barra Bonita,SP,Ativa
2950,Centro Universitário FADERGS,FADERGS,Privada,N,N,N,Centro Universitário,000000004314902,Porto Alegre,RS,Ativa
3775,INSTITUTO UVB.BR,IUVB,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
2285,FACULDADE DE PEDAGOGIA DE DORES DO INDAIÁ,FAPEDI,Privada,N,N,N,Faculdade,000000003123205,Dores do Indaiá,MG,Extinta
23191,Faculdade Central do Recife Centro,FACENTRAL REC,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
16894,Faculdade Internacional de São Luís,ISL,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
764,FACULDADE PINHEIRO GUIMARÃES,FAPG,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,FFRAMO,Privada,N,N,N,Faculdade,000000003516309,Francisco Morato,SP,Ativa
19277,FACULDADE CAMPOS BELOS,UNICAMPO,Privada,N,N,N,Faculdade,000000004203501,Campo Erê,SC,Ativa
502,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,CSJT,Privada,N,N,N,Centro Universitário,000000003548500,Santos,SP,Ativa
2629,AJES - FACULDADE DO VALE DO JURUENA,AJES,Privada,N,N,N,Faculdade,000000005105150,Juína,MT,Ativa
163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada,N,N,N,Universidade,000000003304557,Rio de Janeiro,RJ,Ativa
1465,FACULDADE DE RIBEIRÃO PRETO,AFARP,Privada,N,N,N,Faculdade,000000003543402,Ribeirão Preto,SP,Ativa
739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,SÃO CAMILO-ES,Privada,N,N,N,Centro Universitário,000000003201209,Cachoeiro de Itapemirim,ES,Ativa
909,Faculdade Fernanda Bicchieri,null,Privada,N,N,N,Faculdade,000000003300456,Belford Roxo,RJ,Ativa
2949,FACULDADE DO BAIXO PARNAÍBA,FAP,Privada,N,N,N,Faculdade,000000002103208,Chapadinha,MA,Ativa
5511,CENTRO UNIVERSITÁRIO CAMPO REAL,null,Privada,N,N,N,Centro Universitário,000000004109401,Guarapuava,PR,Ativa
1952,CENTRO UNIVERSITÁRIO CATHEDRAL,null,Privada,N,N,N,Centro Universitário,000000005101803,Barra do Garças,MT,Ativa
583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Pública,N,N,N,Universidade,000000002304400,Fortaleza,CE,Ativa
199,FACULDADE SÃO LUÍS,FSL,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
2948,REAL FACULDADE DE BRASÍLIA,FU,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
4605,FACULDADE DE CORNÉLIO PROCÓPIO,null,Privada,N,N,N,Faculdade,000000004106407,Cornélio Procópio,PR,Extinta
2676,FACULDADE LA SALLE,null,Privada,N,S,N,Faculdade,000000001302603,Manaus,AM,Ativa
12338,FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA,FACSALLE,Privada,N,N,N,Faculdade,000000004307807,Estrela,RS,Ativa
146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Privada,N,N,N,Centro Universitário,000000003549805,São José do Rio Preto,SP,Ativa
434,FACULDADE SANTA MARCELINA,FASM,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
22514,FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES,,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Ativa
1415,FACULDADE MAGISTER,MAGISTER,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
3178,INSTITUTO DE EDUCAÇÃO SUPERIOR DE BARUERI,IESB,Privada,N,N,N,Faculdade,000000003505708,Barueri,SP,Extinta
4068,FACULDADE ICESP,ICESP,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO,FDSBC,Pública,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Ativa
20090,FACULDADE REDENTOR METROPOLITANA,FACREDENTOR,Privada,N,N,N,Faculdade,000000003304144,Queimados,RJ,Extinta
14969,FACULDADE DE TECNOLOGIA EM SAÚDE,FATESA,Privada,N,N,N,Faculdade,000000003543402,Ribeirão Preto,SP,Ativa
13620,FACULDADE ANHANGUERA DE PORTO ALEGRE,null,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
20476,Faculdade ANCLIVEPA,ANCLIVEPA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
14165,FACULDADE TRÊS PONTAS,FATEP,Privada,N,N,N,Faculdade,000000003169406,Três Pontas,MG,Ativa
20666,Faculdade ELO,FAELO,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
10323,FACULDADE DE TECNOLOGIA BANDEIRANTES,BANDTEC,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
890,ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO,EG,Pública,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
598,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Pública,N,N,N,Universidade,000000003132404,Itajubá,MG,Ativa
2656,FACULDADE DE RECIFE,null,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Extinta
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública,N,N,N,Universidade,000000004316907,Santa Maria,RS,Ativa
25665,FACULDADE FRACTAL,FRACTAL,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
3683,FACULDADE UNILAGOS,UNILAGOS,Privada,N,N,N,Faculdade,000000004114401,Mangueirinha,PR,Extinta
23455,Faculdade Integrada Instituto Souza,FASOUZA,Privada,N,N,N,Faculdade,000000003131307,Ipatinga,MG,Ativa
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,Privada,N,N,N,Centro Universitário,000000002610707,Paulista,PE,Ativa
1864,FACULDADE DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,FABE,Privada,N,N,N,Faculdade,000000004311809,Marau,RS,Ativa
19189,FIP - FACULDADE DE IPORÃ PARANÁ,FIP,Privada,N,N,N,Faculdade,000000004110607,Iporã,PR,Ativa
4613,Centro Universitário FAEMA,UNIFAEMA,Privada,N,N,N,Centro Universitário,000000001100023,Ariquemes,RO,Ativa
19862,Faculdade de Tecnologia Jorge Caram Sabbag,FATEC Bebedouro,Pública,N,N,N,Faculdade,000000003506102,Bebedouro,SP,Ativa
1161,INSPER INSTITUTO DE ENSINO E PESQUISA,null,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
825,FACULDADE PRESBITERIANA GAMMON,FAGAMMON,Privada,N,N,N,Faculdade,000000003138203,Lavras,MG,Ativa
3970,INSTITUTO SUPERIOR DE EDUCAÇÃO DE PARAISÓPOLIS,FEP,Pública,N,N,N,Faculdade,000000003147303,Paraisópolis,MG,Extinta
19352,Faculdade Paulista de Gestão e Saúde,,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
5303,FACULDADE ANHANGÜERA DE DOURADOS,null,Privada,N,N,N,Faculdade,000000005003702,Dourados,MS,Ativa
3307,FACULDADE DE RIO CLARO,CBTA,Privada,N,N,N,Faculdade,000000003543907,Rio Claro,SP,Ativa
451,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,Privada,N,S,N,Centro Universitário,000000001506807,Santarém,PA,Ativa
2237,FACULDADE TEOLÓGICA BATISTA EQUATORIAL,FATEBE,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
21442,Faculdade Mega,MEGA,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
23383,FACULDADE NACIONAL,FANAC,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
150,UNIVERSIDADE DE SOROCABA,UNISO,Privada,S,N,N,Universidade,000000003552205,Sorocaba,SP,Ativa
76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Pública,N,N,N,Universidade,000000004202404,Blumenau,SC,Ativa
22073,FACULDADE MACÊDO DE AMORIM,FAMAM,Privada,N,N,N,Faculdade,000000002616407,Vitória de Santo Antão,PE,Ativa
22263,FACULDADE VANGUARDA,,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
4765,FACULDADE ALFA UMUARAMA,ALFA,Privada,N,N,N,Faculdade,000000004128104,Umuarama,PR,Ativa
1720,FACULDADE MINAS GERAIS,FAMIG,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
2221,FACULDADE MADEIRA MAMORÉ,FAMMA,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Extinta
24213,Instituto de Direito do Nordeste - IDN São Luís,IDN São Luís,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
3311,Faculdade de Educação Avançada do Noroeste Capixaba,FEAC,Privada,N,N,N,Faculdade,000000003200904,Barra de São Francisco,ES,Extinta
1781,FACULDADE INTESP,INTESP,Privada,N,N,N,Faculdade,000000003520905,Ipaussu,SP,Ativa
22636,Faculdade São Francisco Xavier,FACSFX,Privada,N,N,N,Faculdade,000000003131307,Ipatinga,MG,Ativa
23215,FACULDADE DO ESTADO DE SÃO PAULO,ESP,Privada,N,N,N,Faculdade,000000003502804,Araçatuba,SP,Ativa
2572,"FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS",FAC,Privada,N,N,N,Faculdade,000000002906501,Candeias,BA,Ativa
3937,Faculdade Anhanguera de Indaiatuba,null,Privada,N,N,N,Faculdade,000000003520509,Indaiatuba,SP,Ativa
22777,FACULDADE VALE DOS CARAJÁS,FVC,Privada,N,N,N,Faculdade,000000001505536,Parauapebas,PA,Ativa
2323,FACULDADE DA AMAZÔNIA,FAMA,Privada,N,N,N,Faculdade,000000001100304,Vilhena,RO,Ativa
10418,FACULDADE DE SANTA RITA DO PASSA QUATRO,null,Privada,N,N,N,Faculdade,000000003547502,Santa Rita do Passa Quatro,SP,Extinta
95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,Pública,N,N,N,Universidade,000000002312908,Sobral,CE,Ativa
461,CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO,FA-FAAP,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
473,Centro Universitário Dom Bosco do Rio de Janeiro,UniDomBosco-RJ,Privada,N,N,N,Centro Universitário,000000003304201,Resende,RJ,Ativa
16556,Faculdade ALFAUNIPAC de Capelinha,null,Privada,N,N,N,Faculdade,000000003112307,Capelinha,MG,Ativa
11861,FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL,FACSUL,Privada,N,N,N,Faculdade,000000003522109,Itanhaém,SP,Extinta
15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,Fatec - Itapetininga,Pública,N,N,N,Faculdade,000000003522307,Itapetininga,SP,Ativa
1640,CENTRO UNIVERSITÁRIO AGES,UniAGES,Privada,N,N,N,Centro Universitário,000000002923803,Paripiranga,BA,Ativa
13631,"Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão",FSF,Privada,N,N,N,Faculdade,000000003304805,São Fidélis,RJ,Ativa
15450,Faculdade Única de Ipatinga,FUNIP,Privada,N,N,N,Faculdade,000000003131307,Ipatinga,MG,Ativa
23169,Escola Superior de Itabira,,Privada,N,N,N,Faculdade,000000003131703,Itabira,MG,Ativa
3864,Centro Universitário UNIRB - Alagoinhas,null,Privada,N,N,N,Centro Universitário,000000002900702,Alagoinhas,BA,Ativa
2582,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ,UCP,Privada,N,N,N,Faculdade,000000004119608,Pitanga,PR,Ativa
2039,FACULDADE CIDADE LUZ,FACILUZ,Privada,N,N,N,Faculdade,000000003520442,Ilha Solteira,SP,Ativa
23139,BRAIN BUSINESS SCHOOL,BRAIN,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1108,FACULDADE DE CIÊNCIAS GERENCIAIS - COTIA,FCG - COTIA,Privada,N,N,N,Faculdade,000000003513009,Cotia,SP,Extinta
1683,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE TERESINA,null,Privada,N,N,N,Centro Universitário,000000002211001,Teresina,PI,Ativa
23454,FACULDADE IMEPAC DE ITUMBIARA,IMEPAC ITUMBIAR,Privada,N,N,N,Faculdade,000000005211503,Itumbiara,GO,Ativa
4254,FACULDADES INTEGRADAS DA TERRA DE BRASÍLIA,FTB,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
14727,FACULDADE PROGRESSO,FAP,Privada,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Ativa
2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,Privada,N,N,N,Centro Universitário,000000003547809,Santo André,SP,Ativa
2595,UNIVERSIDADE ESTADUAL DE LONDRINA,null,Pública,N,N,N,Universidade,000000004113700,Londrina,PR,Extinta
1712,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA,FACET,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
19716,Faculdade Integral de Jaboatão dos Guararapes,FIJ,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Ativa
23200,Faculdade SOCIESC de Educação de Itajaí,,Privada,N,N,N,Faculdade,000000004208203,Itajaí,SC,Ativa
2615,FACULDADE INCONFIDÊNCIA,FI,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Extinta
14951,FACULDADE DE ENGENHARIA E INOVAÇÃO TÉCNICO PROFISSI,FEITEP,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Ativa
2096,FACULDADE DOCTUM DE MANHUAÇU - DOCTUM,FCM,Privada,N,N,N,Faculdade,000000003139409,Manhuaçu,MG,Ativa
21757,Fasul Educacional EaD,FASUL EDUCACIONAL,Privada,N,N,N,Faculdade,000000003163706,São Lourenço,MG,Ativa
6528,FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO,null,Pública,N,N,N,Faculdade,000000002601706,Belo Jardim,PE,Ativa
4094,Faculdade Estácio da Paraíba,ESTÁCIO PARAÍBA,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
14157,Faculdade de Educação e Estudos Sociais de Uberlândia,FEESU,Privada,N,N,N,Faculdade,000000003170206,Uberlândia,MG,Ativa
1418,Centro Universitário Toledo Wyden,Unitoledo Wyden,Privada,N,N,N,Centro Universitário,000000003502804,Araçatuba,SP,Ativa
3393,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,FACDOMBOSCO,Privada,N,N,N,Faculdade,000000004106407,Cornélio Procópio,PR,Ativa
1851,ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS,EBAPE,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
279,FACULDADES INTEGRADAS HÉLIO ALONSO,FACHA,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
25774,FACULDADE ANCLIVEPA BRASÍLIA,,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
1520,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,FFIA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
23202,Faculdade SOCIESC de Educação de São Bento do Sul,,Privada,N,N,N,Faculdade,000000004215802,São Bento do Sul,SC,Ativa
11748,FACULDADE DE EDUCAÇÃO E CULTURA DE JI-PARANÁ,FAJIPA,Privada,N,N,N,Faculdade,000000001100122,Ji-Paraná,RO,Ativa
1125,FACULDADES INTEGRADAS ESPÍRITA,FIES,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
2624,FACULDADE DO LITORAL PARANAENSE,FLP,Privada,N,N,N,Faculdade,000000004109609,Guaratuba,PR,Ativa
25791,Faculdade Brasileira Digital,FABRADI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
17405,FACULDADE AFONSO MAFRENSE,FAM,Privada,N,N,N,Faculdade,000000002210607,São Raimundo Nonato,PI,Ativa
2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS,ESTÁCIO GOIÁS,Privada,N,N,N,Centro Universitário,000000005208707,Goiânia,GO,Ativa
1225,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Privada,N,N,N,Centro Universitário,000000003501905,Amparo,SP,Ativa
2466,FACUDADE IEDUCARE - FIED,FIED,Privada,N,N,N,Faculdade,000000002313401,Tianguá,CE,Ativa
1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,ISULPAR,Privada,N,N,N,Faculdade,000000004118204,Paranaguá,PR,Ativa
9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Pública,N,N,N,Universidade,000000004113700,Londrina,PR,Ativa
1629,INSTITUTO DE ENSINO SUPERIOR AQUIDAUANENSE,IESA,Privada,N,N,N,Faculdade,000000005001102,Aquidauana,MS,Extinta
14130,Faculdade Presidente Antônio Carlos de Várzea da Palma,FEES Várzea da Palma,Privada,N,N,N,Faculdade,000000003170800,Várzea da Palma,MG,Extinta
5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,FATEC,Pública,N,N,N,Faculdade,000000003541406,Presidente Prudente,SP,Ativa
19321,Faculdades Vale do Piancó,FAVAP,Privada,N,N,N,Faculdade,000000002507002,Itaporanga,PB,Ativa
161,CENTRO UNIVERSITÁRIO ASSUNÇÃO,UNIFAI,Privada,N,S,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
21417,Centro de Instrução de Guerra Eletrônica,CIGE,Pública,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,000000005300108,Brasília,DF,Ativa
4794,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE VALINHOS - ESEG,ESEG,Privada,N,N,N,Faculdade,000000003556206,Valinhos,SP,Extinta
12735,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DO XINGU E AMAZÔNIA,FACX,Privada,N,N,N,Faculdade,000000001500602,Altamira,PA,Ativa
18106,FACULDADE COELHO NETO,FACNET,Privada,N,N,N,Faculdade,000000002105302,Imperatriz,MA,Ativa
1506,Faculdade CNEC Itajaí,null,Privada,S,N,N,Faculdade,000000004208203,Itajaí,SC,Ativa
2033,INSTITUTO SUPERIOR DE EDUCAÇÃO DE FLORESTA,ISEF,Privada,N,N,N,Faculdade,000000002605707,Floresta,PE,Extinta
454,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,Privada,S,N,N,Faculdade,000000004303509,Camaquã,RS,Ativa
1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,IESB,Privada,N,N,N,Faculdade,000000003506003,Bauru,SP,Ativa
5073,FACULDADE PITÁGORAS DE DIVINÓPOLIS,PIT DIVINÓPOLIS,Privada,N,N,N,Faculdade,000000003122306,Divinópolis,MG,Extinta
2069,FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS,FATECH,Privada,N,N,N,Faculdade,000000001600303,Macapá,AP,Ativa
3230,FACULDADE LUIZ EDUARDO MAGALHÃES,FILEM,Privada,N,N,N,Faculdade,000000002919553,Luís Eduardo Magalhães,BA,Ativa
22814,Faculdade Auden Educacional,FAED,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
926,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,,Privada,N,N,N,Centro Universitário,000000005002704,Campo Grande,MS,Ativa
704,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA,FACIAGRA,Pública,N,N,N,Faculdade,000000002601102,Araripina,PE,Ativa
2375,FACULDADE VIZCAYA,VIZCAYA,Privada,N,N,N,Faculdade,000000004208450,Itapoá,SC,Extinta
14288,FACULDADE CATÓLICA DE SANTA CATARINA,FACASC,Privada,N,S,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
1252,FACULDADE PROMOVE DE MINAS GERAIS,PROMOVE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,UNI-FACEF,Pública,N,N,N,Centro Universitário,000000003516200,Franca,SP,Ativa
1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,INPER,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
24066,Faculdade Cristã da Cidade,FCC,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
22173,Faculdade - Uninorte  Barcarena,,Privada,N,N,N,Faculdade,000000001501303,Barcarena,PA,Ativa
615,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS PROFESSORA NAIR FORTES ABU-MERHY,FAFI - PRONAFOR,Privada,N,N,N,Faculdade,000000003101508,Além Paraíba,MG,Extinta
663,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,N,N,N,Universidade,000000003304904,São Gonçalo,RJ,Ativa
3333,CENTRO UNIVERSITÁRIO UNIFTEC,null,Privada,N,N,N,Centro Universitário,000000004305108,Caxias do Sul,RS,Ativa
15714,Fatec Arthur Azevedo - Mogi Mirim,FATECMM,Pública,N,N,N,Faculdade,000000003530805,Moji Mirim,SP,Ativa
1962,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,Privada,N,S,N,Faculdade,000000003301009,Campos dos Goytacazes,RJ,Ativa
1366,FACULDADE BARDDAL,FB-SI,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Extinta
15669,FACULDADE DE CIÊNCIAS EXATAS DE GARANHUNS,FACEG,Pública,N,N,N,Faculdade,000000002606002,Garanhuns,PE,Extinta
3688,FACULDADES INTEGRADAS DO VALE DO IVAÍ,null,Privada,N,N,N,Faculdade,000000004111506,Ivaiporã,PR,Ativa
322,UNIVERSIDADE PAULISTA,UNIP,Privada,N,N,N,Universidade,000000003550308,São Paulo,SP,Ativa
14231,Faculdade Presidente Antônio Carlos de Uruana de Minas,FUNEES,Privada,N,N,N,Faculdade,000000003170479,Uruana de Minas,MG,Extinta
3432,"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",FG,Privada,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Ativa
18626,Faculdade Pitágoras de Arapiraca,,Privada,N,N,N,Faculdade,000000002700300,Arapiraca,AL,Extinta
18033,FACULDADE DE TEODORO SAMPAIO,FTS,Privada,N,N,N,Faculdade,000000003554300,Teodoro Sampaio,SP,Ativa
3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000005103403,Cuiabá,MT,Ativa
599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002927408,Salvador,BA,Ativa
23358,Centro de Ensino Superior SOCIESC de Jaraguá do Sul,,Privada,N,N,N,Faculdade,000000004208906,Jaraguá do Sul,SC,Ativa
25412,Faculdade Metropolitana de Franca,FAMEF,Privada,N,N,N,Faculdade,000000003516200,Franca,SP,Ativa
4756,CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ,USJ,Pública,N,N,N,Centro Universitário,000000004216602,São José,SC,Ativa
23973,Centro de Ensino Superior de Altamira,,Privada,N,N,N,Faculdade,000000001500602,Altamira,PA,Ativa
37,FACULDADE DE TECNOLOGIA DE JAHU,FATEC-JAHU,Pública,N,N,N,Faculdade,000000003525300,Jaú,SP,Ativa
23159,FACULDADE BARÃO DE JEQUIRIÇA,FBJ DIGITAL,Privada,N,N,N,Faculdade,000000002932903,Valença,BA,Ativa
3853,Centro Universitário Maurício de Nassau de Natal,UNINASSAU,Privada,N,N,N,Centro Universitário,000000002408102,Natal,RN,Ativa
23164,Centro de Ensino Superior de Divinópolis,,Privada,N,N,N,Faculdade,000000003122306,Divinópolis,MG,Ativa
12052,FACULDADE DE TECNOLOGIA SENAI PAULO DE TARSO,FATEC SENAI PT,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Extinta
3746,FACULDADE IBRA DA GRANDE SÃO PAULO,FACULDADE FAGRAN,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
24679,FACULDADE HOLÍSTICA,FaHol,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
19256,Faculdade Pitágoras de Brumado,,Privada,N,N,N,Faculdade,000000002904605,Brumado,BA,Ativa
17109,FACULDADE ITPAC GARANHUNS,ITPAC-GARANHUNS,Privada,N,N,N,Faculdade,000000002606002,Garanhuns,PE,Extinta
